TRAIN,/Users/anthonyzheng/Desktop/datasets/data/0013ea2087020901.jpg,Body,0.309,0.149,,,0.688,0.796,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/0013ea2087020901.jpg,Head,0.397,0.148,,,0.581,0.316,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00141571d986d241.jpg,Body,0.131,0.347,,,0.751,0.879,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00141571d986d241.jpg,Body,0.0,0.166,,,0.178,1.0,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00141571d986d241.jpg,Head,0.589,0.316,,,0.740,0.522,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00146ba1e50ed8d8.jpg,Body,0.0,0.0,,,0.901,1.0,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00146ba1e50ed8d8.jpg,Head,0.124,0.114,,,0.337,0.393,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00146ba1e50ed8d8.jpg,Head,0.285,0.437,,,0.451,0.704,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/001997021f01f208.jpg,Body,0.486,0.329,,,0.836,0.656,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/001997021f01f208.jpg,Head,0.471,0.307,,,0.750,0.489,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/001997021f01f208.jpg,Head,0.270,0.228,,,0.394,0.314,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/001997021f01f208.jpg,Body,0.199,0.216,,,0.482,0.676,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00a42a80e5e8d194.jpg,Head,0.617,0.0,,,1.0,0.351,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00a42a80e5e8d194.jpg,Body,0.0,0.0,,,0.997,0.997,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00c710176e9c2996.jpg,Body,0.070,0.087,,,0.964,0.992,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00c710176e9c2996.jpg,Head,0.431,0.089,,,0.652,0.290,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00e65d13159b498b.jpg,Body,0.022,0.067,,,0.935,1.0,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00e65d13159b498b.jpg,Body,0.671,0.103,,,1.0,0.684,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00e65d13159b498b.jpg,Head,0.413,0.158,,,0.587,0.442,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00fd93edd4717826.jpg,Head,0.055,0.129,,,1.0,0.895,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/00fd93edd4717826.jpg,Body,0.0,0.123,,,0.997,0.997,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/010d9a7f0d2e0622.jpg,Head,0.351,0.203,,,0.494,0.519,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/010d9a7f0d2e0622.jpg,Head,0.576,0.258,,,0.709,0.508,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/010d9a7f0d2e0622.jpg,Body,0.212,0.192,,,0.548,0.993,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/010d9a7f0d2e0622.jpg,Body,0.519,0.216,,,0.839,0.995,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.294,0.227,,,0.377,0.306,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.458,0.372,,,0.522,0.431,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.225,0.239,,,0.316,0.333,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Body,0.055,0.231,,,0.886,0.935,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.091,0.295,,,0.227,0.377,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.666,0.368,,,0.763,0.445,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.544,0.333,,,0.647,0.429,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.386,0.316,,,0.483,0.408,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.211,0.458,,,0.330,0.572,,
TRAIN,/Users/anthonyzheng/Desktop/datasets/data/01125dd72c09cc5a.jpg,Head,0.6,0.566,,,0.719,0.675,,
